Unique ID,Car Type,Year,Makes,Models,Nickname,Year Makes Models,Special Access,Reward,Shop Series,DLC Date/Pack,FE Boost,Rarity,Car Value,Class,PI,S,H,A,L,B,HP,T,Wt,Wt / HP,%,Displ,Aspiration,Engine,Cylinders,Eng,Drive,Track Width,R Tire,Aero or kit Options,Engine Conversions (hp),PI RWD,PI AWD,Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,Added,filter
474,Retro Sports Cars,1994,Mazda,MX-5 Miata,Mazda MX-5 '94,1994 Mazda MX-5 Miata,,,,,,Common,"25,000",D,428,5.5,4.9,5.2.,6.4,4.3,128,110,2330,18.20,51,1839,NA,Inline,4,F,RWD,Yes,185,Preset / Aftermarket,"321, 212, 415, 300, 690",428,447,"T, PDS, CS",stock,Asia,Japan,Miata,,2,L,4,,RPC,8.818,26.000,16.618,126.0,197.3,479.4,0.78,0.79,17.182,9/7/2018,Factory
475,Retro Sports Cars,1990,Mazda,Savanna RX-7,Mazda RX-7 '90,1990 Mazda Savanna RX-7,,,,,,Common,"25,000",C,561,6.5,5.3,6.0,7.7,5.3,200,196,2961,14.81,51,1308,T,Rotary,2R,F,RWD,Both,205,Preset / Aftermarket,"200, 415, 300, 690",561,577,none,eng,Asia,Japan,RX,,2,R,4,,RPC,6.500,17.300,,156.4,177.8,433.2,0.81,0.83,10.800,9/7/2018,Factory
476,Retro Sports Cars,1985,Mazda,RX-7 GSL-SE,Mazda RX-7 '85,1985 Mazda RX-7 GSL-SE,Exclusive,"S24, S28",,202006 Series 24,,Common,"250,000",D,427,5.7,4.7,5.2,7.1,4.5,135,133,2575,19.07,54,1311,NA,Rotary,2R,F,RWD,,205,Aftermarket,"415, 690",427,445,T,stock,Asia,Japan,RX,,2,L,4,,,8.800,25.000,16.200,131.1,196.2,478.2,0.77,0.77,16.200,6/29/2020,Factory
477,Hypercars,2019,McLaren,Speedtail,Speedtail '19,2019 McLaren Speedtail,Exclusive,"S20, S28","S23, S30",202003 Series 20,,Legendary,"2,250,000",S2,940,9.7,8.5,7.9,9.3,8.7,1036,847,3307,3.19,42,3994,TT,V,8,M,RWD,no,315,Forza,none,940,949,none,no,Europe,U.K.,,,2,C,4,,HR,2.000,4.100,,264.2,111.0,275.9,1.20,1.34,2.100,3/9/2020,Factory
478,Modern Super Cars,2019,McLaren,720S Spider,720S Spider,2019 McLaren 720S Spider,Exclusive,"S14, S16, S20, S27","S25, S29",201909 Series 14,,Epic,"250,000",S2,914,7.9,8.7,7.9,9.3,9.4,711,567,3157,4.44,42,3994,TT,V,8,M,RWD,no,305,Forza,none,914,914,none,no,Europe,U.K.,,Yes,2,L,4,,,2.900,5.715,,198.6,110.0,259.4,1.21,1.37,2.815,9/23/2019,Factory
479,Modern Super Cars,2018,McLaren,720S Coupe Preorder Car,McLaren 720S PO,2018 McLaren 720S Coupe Preorder Car,DLC promo,Free w/DLC,S30,FH4 Retail Bonus,,Epic,"340,000",S2,998,9.2,10.0,8.6,9.8,10.0,901,630,2425,2.69,42,3994,TT,V,8,M,RWD,no,305,Forza,750,998,995,none,no,Europe,U.K.,,,2,L,4,,,2.800,5.500,,232.2,96.8,218.9,1.48,1.82,2.700,6/11/2018,Upgraded
480,Hypercars,2018,McLaren,Senna,McLaren Senna,2018 McLaren Senna,,"Pre-release gift code, 202008 Gift",S4,,,Legendary,"1,000,000",S2,977,8.4,10.0,8.7,9.9,10.0,789,590,2600,3.30,42,3994,TT,V,8,M,RWD,no,315,Forza,789,977,969,none,no,Europe,U.K.,,,2,L,4,,CS,2.684,5.100,10.350,219.5,97.8,217.8,1.47,1.83,2.416,6/10/2018,Factory
481,Modern Super Cars,2018,McLaren,720S Coupe,McLaren 720S,2018 McLaren 720S Coupe,,,,,,Epic,"340,000",S2,929,8.6,8.9,7.9,9.4,9.4,710,567,2950,4.15,42,3994,TT,V,8,M,RWD,Yes,305,Forza,none,929,931,none,no,Europe,U.K.,,,2,L,4,,,2.813,5.500,10.350,224.8,109.1,258.6,1.22,1.40,2.687,9/7/2018,Factory
482,Track Toys,2018,McLaren,600LT Coupe,McLaren 600LT,2018 McLaren 600LT Coupe,Exclusive,"S14, S16, S20, S31",S25,201909 Series 14,,Legendary,"250,000",S1,890,7.8,8.5,7.7,9.2,9.0,591,457,2994,5.07,43,3799,TT,V,8,M,RWD,Both,285,Forza,"602, 750, 627",890,883,none,eng,Europe,U.K.,,,2,L,4,,,2.800,6.000,,203.4,113.2,266.1,1.19,1.33,3.200,9/23/2019,Factory
483,Modern Super Cars,2015,McLaren,650S Coupe,McLaren 650S,2015 McLaren 650S Coupe,,,,,,Epic,"420,000",S1,877,7.8,7.9,7.5,9.1,8.6,641,500,3148,4.91,42,3799,TT,V,8,M,RWD,no,305,Preset / WB,none,877,875,none,eng,Europe,U.K.,,,2,L,4,,,2.913,5.814,10.567,203.5,120.3,283.0,1.09,1.19,2.901,9/7/2018,Factory
484,Modern Super Cars,2015,McLaren,570S Coupe,McLaren 570S,2015 McLaren 570S Coupe,,,,,,Epic,"224,000",S1,848,7.8,7.5,7.3,8.9,8.0,562,442,3016,5.37,42,3799,TT,V,8,M,RWD,Yes,285,Forza,602,848,844,none,eng,Europe,U.K.,,,2,L,4,,,3.100,6.300,,202.4,130.8,316.8,0.98,1.08,3.200,9/7/2018,Factory
485,Modern Super Cars,2014,McLaren,650S Spider,650S Spider,2014 McLaren 650S Spider,DLC store,Free w/DLC,,FH4 Car Pass / HP,,Epic,"420,000",S1,873,7.8,7.9,7.5,9.1,8.6,641,500,3236,5.05,42,3799,TT,V,8,M,RWD,no,305,Preset / WB,none,873,871,none,,Europe,U.K.,,,2,L,4,,,2.812,5.814,,202.8,120.7,285.3,1.08,1.19,3.002,11/20/2018,Factory
486,Hypercars,2013,McLaren,P1,McLaren P1,2013 McLaren P1,,,"S11.2, S15.2",,,Legendary,"1,350,000",S2,962,9.3,9.3,7.9,9.3,9.7,903,683,3296,3.65,42,3799,TT,V,8,M,RWD,Yes,315,Forza,none,962,963,none,no,Europe,U.K.,,,2,L,4,,"FF, BRG",2.913,5.200,10.367,252.6,105.0,252.4,1.24,1.47,2.287,9/7/2018,Factory
487,Hypercars,2013,McLaren,P1 'Owen's Edition',Owen's McLaren,2013 McLaren P1 'Owen's Edition',Private,,,201909 Series 14,,Legendary,"1,200,000",S2,957,,,,,,903,664,3296,3.65,42,3799,TT,V,8,M,RWD,,,,,,,,,Europe,U.K.,,,2,L,4,,,,,,,,,,,,9/1/2019,Livery
488,Modern Super Cars,2011,McLaren,12C Coupe,McLaren 12C,2011 McLaren 12C Coupe,Exclusive,"S11, S16, S24","S14, S19, S26",201907 Series 11,,Legendary,"250,000",S1,854,8.1,7.5,7.3,8.9,7.8,592,442,3031,5.12,42,3798,TT,V,8,M,RWD,Both,305,Forza,"627, 789",854,852,none,eng,Europe,U.K.,,,2,L,4,,,3.300,6.500,11.000,212.8,129.5,307.6,0.99,1.09,3.200,7/1/2019,Factory
489,Retro Super Cars,1997,McLaren,F1 GT,McLaren F1 GT,1997 McLaren F1 GT,,,,,,Legendary,"5,200,000",S1,888,8.7,8.3,7.6,8.9,8.6,618,480,2469,4.00,41,6064,NA,V,12,M,RWD,Yes,345,Forza,none,888,897,TT,stock,Europe,U.K.,,,2,C,4,,HR,3.200,6.900,11.000,226.0,129.0,293.3,1.17,1.41,3.700,9/7/2018,Race
490,Retro Super Cars,1993,McLaren,F1,McLaren F1,1993 McLaren F1,,,"S7, S17.1",,,Legendary,"2,000,000",S1,826,9.0,6.9,7.3,8.5,7.2,627,480,2840,4.53,41,6064,NA,V,12,M,RWD,Yes,315,Forza,none,826,834,TT,stock,Europe,U.K.,,,2,C,4,,"WFRC, BRG, HR, HOM",3.400,7.700,11.600,241.6,136.0,318.5,1.08,1.17,4.300,9/7/2018,Factory
491,Super Saloons,2018,Mercedes-AMG,E 63 S,Mercedes-AMG E63,2018 Mercedes-AMG E 63 S,Exclusive,"S21, S27",S8,202004 Series 21,,Rare,"250,000",S1,805,8.0,6.5,9.3,10.0,7.0,603,626,4515,7.49,55,3982,TT,V,8,F,AWD,Both,295,Brabus Aftermarket,"602, 700, 622",800,805,none,eng,Europe,Germany,,,4,L,4,,HH,3.000,7.000,,208.5,181.9,383.7,0.92,0.95,4.000,4/6/2020,Factory
492,Super Saloons,2018,Mercedes-AMG,GT 4-Door Coupe,M-B GT 4 '18,2018 Mercedes-AMG GT 4-Door Coupe,Exclusive,"S8, S11, S20, S25, S31",S14,201904 Series 8,,Rare,"105,000",A,797,8.3,6.2,9.1,10.0,6.5,630,663,4508,7.16,52,3982,TT,V,8,F,AWD,Both,315,Forza,"602, 700",791,797,none,eng,Europe,Germany,,,4,L,4,,HH,3.100,7.600,,217.9,153.9,364.0,0.90,0.91,4.500,4/9/2019,Factory
493,Super GT,2017,Mercedes-AMG,GT R Preorder Car,M-B AMG GTR PO,2017 Mercedes-AMG GT R Preorder Car,DLC promo,Free w/DLC,,FH4 Retail Bonus,,Epic,"295,000",S1,900,7.9,8.5,7.8,9.3,9.1,621,551,2976,4.79,47,2976,TT,V,8,F,RWD,no,325,adjustable rear only,"602, 750",900,895,none,eng,Europe,Germany,AMG,,2,L,4,,AvM,3.600,7.800,,199.2,111.5,266.3,1.23,1.38,4.200,6/11/2018,Upgraded
494,Super GT,2017,Mercedes-AMG,GT R,M-B AMG GTR,2017 Mercedes-AMG GT R,,"S12, S30",,,,Epic,"295,000",S1,858,7.6,7.9,7.3,8.9,8.6,577,516,3428,5.94,47,3982,TT,V,8,F,RWD,no,325,Adjustable rear,602,858,852,none,eng,Europe,Germany,AMG,,2,L,4,,AvM,3.600,7.800,11.450,190.2,120.9,293.8,1.10,1.22,4.200,9/7/2018,Factory
495,Super Saloons,2016,Mercedes-AMG,C 63 S Coupe,M-B AMG C 63 '16,2016 Mercedes-AMG C 63 S Coupe,,,,,,Rare,"90,000",A,777,7.5,6.6,6.4,8.1,7.2,503,516,3968,7.89,53,3982,TT,V,8,F,RWD,no,285,Forza,602,777,777,none,eng,Europe,Germany,AMG,,2,L,4,,AvM,3.800,8.814,12.383,192.2,161.6,361.4,0.93,0.96,5.014,9/7/2018,Factory
496,Super GT,2015,Mercedes-AMG,GT S,M-B AMG GT,2015 Mercedes-AMG GT S,,,,,,Rare,"157,000",S1,820,7.6,7.3,7.1,8.7,7.9,503,479,3627,7.21,47,3987,TT,V,8,F,RWD,no,295,Forza,602,820,817,none,eng,Europe,Germany,AMG,,2,L,4,,AvM,3.600,8.400,11.917,197.0,125.5,304.4,1.06,1.11,4.800,9/7/2018,Factory
497,Offroad,2018,Mercedes-Benz,X-Class,M-B X-Class,2018 Mercedes-Benz X-Class,Exclusive,"S8, S11, S16, S20, S25, Backstage",S23,201904 Series 8,,Rare,"65,000",D,417,5.2,5.5,4.4,6.7,5.2,188,332,4764,25.34,58,2298,TT,Inline,4,F,AWD,Both,255,remove runners,"510, 602, 700, 850",424,417,none,eng,Europe,Germany,,,4,L,4,,HH,11.000,37.017,,115.6,229.3,496.7,0.77,0.76,26.017,4/19/2019,Factory
498,Offroad,2017,Mercedes-Benz,"E 350 D 4Matic All-Terrain ""Project E-AT""",Mercedes E 350 D,"2017 Mercedes-Benz E 350 D 4Matic All-Terrain ""Project E-AT""",Exclusive,Story: Top Gear,,201907 Series 11,,Epic,"250,000",C,578,5.7,5.6,5.9,9.0,5.3,258,457,4542,17.60,51,2987,T,V,6,F,AWD,Both,255,Rally lights / remove tire,"355, 577, 300, 850",574,578,none,eng,Europe,Germany,,,5,R,4,,HH,6.016,18.417,,133.8,860.8,"1,119.5",0.78,0.77,12.401,7/1/2019,Factory
499,Trucks,2015,Mercedes-Benz,#24 Tankpool24 Racing Truck,#24 M-B Truck,2015 Mercedes-Benz #24 Tankpool24 Racing Truck,,"S15, S27, S31",,,,Epic,"500,000",B,682,6.0,6.0,6.9,8.6,6.8,1080,3685,12125,11.23,60,12800,T,Inline,6,M,RWD,no,575,Forza,"2,400",682,694,none,no,Europe,Germany,,,2,L,4/6,,"DvG, OR, HH",5.500,14.000,13.333,143.8,139.4,349.2,0.96,0.95,8.500,9/7/2018,Race
500,Offroad,2014,Mercedes-Benz,G 63 AMG 6x6,M-B G 63 6x6,2014 Mercedes-Benz G 63 AMG 6x6,Exclusive,Story: Top Gear,,201907 Series 11,,Legendary,"250,000",B,674,6.4,6.6,5.7,8.9,6.0,536,560,9050,16.88,47,5461,TT,V,8,F,AWD,no,315,Bars / bed,"577, 850",na,674,none,eng,Europe,Germany,,,4,L,6,,HH,7.824,21.352,,155.3,F,F,0.87,0.86,8.500,7/1/2019,Factory
501,Trucks,2014,Mercedes-Benz,Unimog U5023,M-B Unimog,2014 Mercedes-Benz Unimog U5023,,,,,,Epic,"100,000",D,163,3.8,6.4,3.4,3.5,4.2,228,663,15432,67.68,53,5132,T,Inline,4,M,AWD,no,395,Bars / bed,"1080, 2400",,,none,,Europe,Germany,,,2,L,4,,"DvG, OR, HH",26.816,na,,76.3,326.2,"1,000.0",0.85,0.84,na,9/7/2018,Factory
502,Super Saloons,2013,Mercedes-Benz,E 63 AMG,M-B E63,2013 Mercedes-Benz E 63 AMG,Exclusive,"S14, S24, S28",,,,Epic,"105,000",A,777,8.1,6.2,8.4,9.8,6.5,577,590,4277,7.41,55,5461,TT,V,8,F,AWD,no,285,Forza,"577, 602",774,777,none,eng,Europe,Germany,AMG,,4,L,4,,DD,3.400,8.000,11.600,211.3,160.9,375.0,0.89,0.92,4.600,9/7/2018,Factory
503,Super Hot Hatch,2013,Mercedes-Benz,A 45 AMG,M-B A45,2013 Mercedes-Benz A 45 AMG,,,,,,Rare,"65,000",A,722,7.3,6.1,8.0,9.8,6.4,355,326,3263,9.19,60,1991,T,Inline,4,F,AWD,no,235,Street,355,725,722,none,no,Europe,Germany,AMG,,5,L,4,,"AvM, DD",4.300,10.600,12.533,184.2,147.4,361.5,0.87,0.90,6.300,9/7/2018,Factory
504,Offroad,2013,Mercedes-Benz,G 65 AMG,M-B G 65,2013 Mercedes-Benz G 65 AMG,,,,,,Legendary,"261,000",A,712,6.6,5.6,8.0,10.0,5.6,603,737,5688,9.43,55,5980,TT,V,12,F,AWD,no,275,Preset / Offroad,850,705,712,none,no,Europe,Germany,AMG,,5,L,4,,"AvM, WW, HH, DD",5.300,11.500,12.250,165.3,441.6,691.3,0.82,0.81,6.200,9/7/2018,Factory
505,Super Saloons,2012,Mercedes-Benz,C 63 AMG Coupe Black Series,M-B C63,2012 Mercedes-Benz C 63 AMG Coupe Black Series,,,,,,Rare,"143,000",A,792,8.1,6.6,6.4,8.0,7.0,510,457,3854,7.56,54,6208,NA,V,8,F,RWD,Yes,285,Preset / WB,"510, 602",792,792,"TT, PDS",stock,Europe,Germany,AMG,,2,L,4,,AvM,4.300,9.015,,209.8,161.2,367.4,0.93,0.97,4.715,9/7/2018,Factory
506,Modern Sports Cars,2012,Mercedes-Benz,SLK 55 AMG,M-B SLK,2012 Mercedes-Benz SLK 55 AMG,,,,,,Rare,"78,000",A,766,7.7,6.5,6.6,8.2,6.8,415,398,3527,8.50,50,5461,NA,V,8,F,RWD,Yes,245,Forza,none,766,765,"TT, PDS",stock,Europe,Germany,AMG,,2,L,4,,AvM,4.500,10.416,12.433,198.5,164.8,372.8,0.92,0.95,5.916,9/7/2018,Factory
507,Super GT,2011,Mercedes-Benz,SLS AMG,M-B SLS AMG,2011 Mercedes-Benz SLS AMG,,,,,,Rare,"200,000",S1,822,8.1,6.9,6.9,8.5,7.4,571,479,3571,6.25,47,6208,NA,V,8,F,RWD,no,295,Safety Lights,602,822,824,"TT, PDS",stock,Europe,Germany,AMG,,2,L,4,,AvM,3.600,7.715,11.600,210.5,136.6,333.5,0.97,1.01,4.115,9/7/2018,Factory
508,Super GT,2009,Mercedes-Benz,SL 65 AMG Black Series,M-B SL65,2009 Mercedes-Benz SL 65 AMG Black Series,,,,,,Legendary,"210,000",S1,820,8.2,7.0,6.7,8.3,7.3,661,738,4215,6.38,52,5980,TT,V,12,F,RWD,no,325,Forza,none,820,830,none,no,Europe,Germany,AMG,,2,L,4,,AvM,3.913,7.915,11.800,214.7,139.1,339.4,0.96,1.02,4.002,9/7/2018,Factory
509,Super GT,2009,Mercedes-Benz,SL 65 AMG Black Series Forza Edition,M-B SL65 FE,2009 Mercedes-Benz SL 65 AMG Black Series Forza Edition,Exclusive,"Car Mastery MB 300SL | S2, S12, S17, S30","S5, S27",,Drift Skills,FE,"460,000",S1,820,8.2,7.0,6.7,8.3,7.3,661,738,4215,6.38,52,5980,TT,V,12,F,RWD,no,325,Forza,none,820,830,none,no,Europe,Germany,AMG,,2,L,4,,AvM?,3.913,7.915,,214.7,139.0,339.3,0.96,1.02,4.002,9/28/2018,Upgraded
510,Retro Super Cars,1998,Mercedes-Benz,AMG CLK GTR,M-B CLK-GTR,1998 Mercedes-Benz AMG CLK GTR,,"Ranked (S19, S24), FP (S20.3)",S15.1,,,Legendary,"2,000,000",S1,848,7.7,7.8,7.2,8.6,8.1,622,539,3175,5.10,42,6898,NA,V,12,M,RWD,no,345,Forza,750,848,847,TT,stock,Europe,Germany,,,2,L,4,,"AvM, OR, HR, HOM",3.800,8.100,10.800,197.2,126.6,295.3,1.15,1.32,4.300,9/7/2018,Race
511,Retro Saloons,1990,Mercedes-Benz,190E 2.5-16 Evolution II,M-B 190E,1990 Mercedes-Benz 190E 2.5-16 Evolution II,,,,,,Epic,"150,000",C,579,6.6,5.3,5.7,7.2,5.4,235,181,2954,12.57,53,2463,NA,Inline,4,F,RWD,no,245,Forza,"321, 300",,,"T, CS",stock,Europe,Germany,,,4,L,4,,HOM,7.100,18.000,15.500,162.2,175.7,422.8,0.82,0.86,10.900,9/7/2018,Factory
512,Retro Saloons,1987,Mercedes-Benz,AMG Hammer Coupe,AMG Hammer Coupe,1987 Mercedes-Benz AMG Hammer Coupe,Exclusive,"S29, S33Super7",,202011 Series 29,,,"250,000",A,701,7.8,5.7,5.9,6.9,5.7,379,417,3640,9.60,53,5953,NA,V,8,F,RWD,Both,235,Widebody,"602, 850, 622",701,712,"TT, PDS",stock,Europe,Germany,,,2,L,4,,,5.016,12.000,,198.4,167.2,388.4,0.97,0.96,6.984,11/3/2020,Factory
513,Rare Classics,1967,Mercedes-Benz,280 SL,M-B 280 SL,1967 Mercedes-Benz 280 SL,Exclusive,"S5, S8, S12, S18",S21,201901 Series 5,,Epic,"150,000",D,448,5.6,4.6,4.8,7.0,4.8,180,193,3120,17.33,53,2778,NA,Inline,6,F,RWD,Yes,175,Forza,"321, 510, 300, 485",448,461,"T, CS",stock,Europe,Germany,,Yes,2,L,4,,SS,10.083,23.573,16.818,129.5,191.0,469.7,0.72,0.71,13.490,7/25/2017,Factory
514,Classic Racers,1955,Mercedes-Benz,300 SLR,M-B 300 SLR,1955 Mercedes-Benz 300 SLR,,,,,,Legendary,"8,000,000",A,708,7.1,5.8,6.1,7.1,4.9,310,234,1984,6.40,42,2982,NA,Inline,8,F,RWD,Yes,205,Forza,510,708,725,none,stock,Europe,Germany,,Yes,2,L,4,,HR,4.514,10.548,12.467,179.8,177.7,450.6,0.80,0.80,6.034,9/7/2018,Factory
515,Rare Classics,1954,Mercedes-Benz,300 SL Coupe,M-B 300 SL,1954 Mercedes-Benz 300 SL Coupe,,,"S16.4, S26.4",,,Legendary,"1,200,000",D,476,6.0,4.5,5.4,6.4,4.4,241,217,2960,12.28,48,2996,NA,Inline,6,F,RWD,no,175,Forza,"321, 510, 300",476,502,T,stock,Europe,Germany,,,2,L,4,,WFRC,8.236,21.156,16.018,144.8,203.4,511.7,0.71,0.71,12.920,9/7/2018,Factory
516,Vintage Racers,1939,Mercedes-Benz,W154,M-B W154,1939 Mercedes-Benz W154,,"S15, S22 ,S28",,,,Legendary,"10,000,000",B,676,8.3,5.1,5.6,7.2,4.7,483,361,2683,5.55,50,2963,PDS,V,12,F,RWD,no,200,none,none,676,730,none,no,Europe,Germany,,Yes,1,C,4,x,HR,3.800,8.500,11.717,214.7,191.1,485.5,0.75,0.75,4.700,9/7/2018,Race
517,Rare Classics,1929,Mercedes-Benz,Super Sport Kurz Barker Roadster,M-B Super Sport,1929 Mercedes-Benz Super Sport Kurz Barker Roadster,DLC store,Free w/DLC,,FH4 Car Pass / OT,,Epic,"5,000,000",D,229,5.1,3.8,4.8,6.0,3.7,200,332,3725,18.63,52,7065,PDS,Inline,6,F,RWD,no,175,Side skirts/fenders,"321, 510, 602, 483",229,246,none,eng,Europe,Germany,,,2,R,4,,HR,14.023,53.000,,114.4,213.9,516.9,0.65,0.65,38.977,1/15/2019,Factory
518,Classic Muscle,1970,Mercury,Cougar Eliminator,Mercury Cougar,1970 Mercury Cougar Eliminator,Exclusive,Eliminator,,201912 Series 17,,Rare,"250,000",C,458,5.4,4.7,5.1,6.4,4.3,335,440,3435,10.25,59,6997,NA,V,8,F,RWD,Both,215,Hood,"415, 640, 485, 850",548,585,"TT, PDS",stock,N. America,U.S.,,,2,L,4,,,6.100,13.000,13.934,123.2,207.8,502.4,0.73,0.73,6.900,8/8/2017,Factory
519,Rods and Customs,1949,Mercury,Coupe,Mercury Coupe,1949 Mercury Coupe,,,,,,Common,"45,000",D,158,4.6,3.9,4.4,6.3,3.7,110,200,3375,30.68,55,4185,NA,V,8,F,RWD,Yes,185,Preset / Hood,"415, 640, 700",158,182,"TT, PDS, CS",stock,N. America,U.S.,,,2,L,4,,,16.500,45.120,18.083,99.7,215.2,F,0.66,0.65,28.620,9/7/2018,Factory
520,Cult Cars,1971,Meyers,Manx,Meyers Manx,1971 Meyers Manx,,,,,,Rare,"35,000",D,218,4.3,4.8,4.8,6.0,4.7,60,82,1235,20.58,35,1585,NA,Flat,4,R,RWD,no,185,Bars,"278, 493, 330",218,207,"T, PDS",stock,N. America,U.S.,,Yes,2,L,4,,"DvG, mm, OR, SS",11.988,na,17.150,89.7,184.9,F,0.76,0.75,na,9/7/2018,Factory
521,Rally Monsters,1986,MG,Metro 6R4,MG Metro 6R4,1986 MG Metro 6R4,,S1,,,,Epic,"125,000",S1,852,5.5,8.6,9.9,10.0,8.8,410,270,2271,5.54,45,2991,NA,V,6,M,AWD,no,320,Adjustable,510,853,852,"TT, CS",stock,Europe,U.K.,,,3,R,4,,"DvG, WW, HOM",3.259,8.247,,132.3,127.4,311.5,1.06,1.25,4.988,9/7/2018,Race
522,Classic Sports Cars,1966,MG,MGB GT,MG MGB,1966 MG MGB GT,Exclusive,Barn Find,,,,Legendary,"30,000",D,316,5.0,4.5,4.7,6.6,4.5,95,110,2360,24.84,50,1798,NA,Inline,4,F,RWD,no,165,Forza,"321, 182, 415, 300",316,331,"T, PDS",stock,Europe,U.K.,,,2,L,4,,,12.800,47.030,,111.0,197.4,495.3,0.71,0.71,34.230,9/7/2018,Factory
523,Classic Sports Cars,1958,MG,MGA Twin-Cam,MG MGA,1958 MG MGA Twin-Cam,,,,,,Rare,"40,000",D,222,4.9,3.9,4.8,6.3,3.7,108,104,2192,20.30,54,1588,NA,Inline,4,F,RWD,no,165,Roof,"321, 300",222,248,"T, PDS",stock,Europe,U.K.,,Yes,3,L,4,,,13.300,41.082,17.373,108.6,213.7,521.3,0.68,0.67,27.782,9/7/2018,Factory
524,Classic Sports Cars,1938,MG,TA Midget,MG TA '38,1938 MG TA Midget,DLC store,Free w/DLC,,FH4 Car Pass / Brit,,Rare,"50,000",D,100,3.9,3.9,3.6,5.0,3.9,50,67,1822,36.44,55,1292,NA,Inline,4,F,RWD,no,135,Forza,"196, 300",100,100,T,stock,Europe,U.K.,,,3,R,4,,,23.100,na,,77.4,210.7,F,0.66,0.65,na,12/20/2018,Factory
525,Offroad Buggies,2018,MINI,X-Raid John Cooper Works Buggy,Mini JCW Buggy,2018 MINI X-Raid John Cooper Works Buggy,Exclusive,"S9, S12, S15, S17, S25","S21, S28",201905 Series 9,,Legendary,"500,000",B,674,5.4,6.4,6.5,9.1,6.3,340,590,4328,12.73,43,2993,TT,Inline,6,M,RWD,no,315,Adjustable,"300, 850",674,674,none,eng,Europe,U.K.,,,2,L,4,,,4.826,14.631,,126.5,154.9,378.4,0.84,0.83,9.805,5/7/2019,Factory
526,Hot Hatch,2018,MINI,John Cooper Works Convertible,Mini Convertible,2018 MINI John Cooper Works Convertible,Exclusive,"S9, S13, S18, S25","S19, S23",201905 Series 9,,Legendary,"250,000",B,639,6.2,5.9,5.8,7.3,6.1,228,236,3065,13.44,59,1998,T,Inline,4,F,FWD,Both,205,Forza,300,644,648,none,no,Europe,U.K.,,Yes,2,L,4,,,6.300,15.900,,150.0,150.1,378.0,0.87,0.86,9.600,5/7/2019,Factory
527,Offroad,2018,MINI,John Cooper Works Countryman ALL4,Mini Countryman,2018 MINI John Cooper Works Countryman ALL4,Exclusive,"S9, S15, S20","S11, S16 BF, S23, S29",201905 Series 9,,Legendary,"250,000",C,580,5.9,5.6,5.6,8.1,5.3,228,258,3653,16.02,58,1998,T,Inline,4,F,AWD,Both,225,Forza,300,579,580,none,no,Europe,U.K.,,,5,L,4,,,6.200,18.000,,141.3,163.7,409.2,0.84,0.83,11.800,5/7/2019,Factory
528,Extreme Offroad,2013,MINI,X-Raid ALL4 Racing Countryman,Mini X-Raid,2013 MINI X-Raid ALL4 Racing Countryman,,,,,,Legendary,"500,000",B,682,4.4,5.8,6.8,9.9,5.9,307,516,4299,14.00,55,2993,TT,Inline,6,F,AWD,no,245,none,"510, 850",674,682,none,no,Europe,U.K.,,,3,L,4,,"BRG, WW",5.200,na,14.050,95.8,159.8,F,0.84,0.83,na,9/7/2018,Race
529,Hot Hatch,2012,MINI,John Cooper Works GP,Mini JCW '12,2012 MINI John Cooper Works GP,Exclusive,"S9, S14, S24, S30",,,,Common,"38,000",B,642,6.2,5.8,5.8,7.4,5.7,215,206,2557,11.89,61,1598,T,Inline,4,F,FWD,no,215,Forza,300,654,663,none,no,Europe,U.K.,,,3,L,4,,DD,5.900,14.483,14.200,150.2,143.3,367.0,0.86,0.86,8.583,9/7/2018,Factory
530,Hot Hatch,2009,MINI,John Cooper Works,Mini JCW '09,2009 MINI John Cooper Works,,,,,,Rare,"25,000",B,639,6.2,6.2,5.8,7.4,6.5,208,192,2701,12.99,62,1598,T,Inline,4,F,FWD,no,205,Preset WB Aftermkt,300,660,660,none,eng,Europe,U.K.,,,3,L,4,,RPC,5.985,14.783,14.400,149.7,137.8,347.4,0.87,0.91,8.798,9/7/2018,Factory
531,Classic Rally,1965,MINI,Cooper S,Mini '65,1965 MINI Cooper S,Exclusive,Barn Find,,,,Legendary,"30,000",D,205,4.7,4.0,4.5,6.2,3.9,75,80,1480,19.73,60,1275,NA,Inline,4,F,FWD,no,145,Preset / Rally lights,"212, 300",212,221,"T, PDS",stock,Europe,U.K.,,,2,R,4,,"DvG, IMC, mm, UH",10.517,na,18.118,99.6,195.3,F,0.69,0.68,na,9/7/2018,Factory
532,Modern Rally,2008,Mitsubishi,Lancer Evolution X GSR,Lancer GSR '08,2008 Mitsubishi Lancer Evolution X GSR,DLC free,Free w/DLC,,201901 Series 5,,Rare,"43,000",B,678,6.4,6.0,6.7,8.9,6.0,305,314,3395,11.13,60,1998,T,Inline,4,F,AWD,Yes,245,Safety Lights / aftermkt,415,677,678,none,eng,Asia,Japan,Evo,,4,R,4,,"EvI, TC",5.000,13.400,13.783,157.1,155.9,382.1,0.87,0.88,8.400,8/1/2017,Factory
